Gender,Race,Salary
male,Hispanic,92646.82
male,Greater European,172273.23
male,Greater European,121693.22
male,Greater European,62345.8
male,Greater European,98595.27
male,Greater European,98218.08
male,Greater European,133522.69
male,Greater European,200279.14
male,Hispanic,159275.31
male,Greater European,86695.66
male,Greater European,840.8
male,Greater European,87086.95
male,East Asian,228983.44
male,Greater European,1398.76
male,Jewish,96304.8
male,Jewish,12606
male,Greater European,25232
male,Greater European,70642.53
male,Greater European,14198.44
male,Hispanic,118138.11
male,Greater European,57582.17
male,Greater European,116010.96
male,Greater European,145313.17
male,Greater European,137982.52
male,Greater European,95659.69
male,Greater European,151836.38
male,Greater African,198888.13
male,Greater European,132713.98
male,Greater European,122968.44
male,Greater European,142568.45
male,Greater European,82738.72
male,Greater European,94602.53
male,Greater European,129151.26
male,Greater European,128856.28
male,Greater European,107463.44
male,Greater European,144633.61
male,Greater European,183789.24
male,Greater European,51941.91
male,Greater European,139000.87
male,Greater European,154137.55
male,Greater European,120358.6
male,Greater European,72564.49
male,Greater European,136509.3
male,Greater European,748.27
male,Greater European,106046.98
male,Greater European,3680
male,Greater European,40134.24
female,Greater European,111456.2
male,Greater European,12606
female,Greater European,100330.2
male,Jewish,131968.84
male,Greater European,79812.96
male,Greater European,150569.91
male,Greater European,105535.77
male,Greater European,110512.27
male,Greater European,114868.29
male,Greater European,152715.76
male,Jewish,116519.11
male,Greater European,12606
male,Greater European,116230.1
male,Greater European,155145.32
male,Greater European,296732.58
male,Greater European,155553.83
male,Greater European,114285.4
female,Greater European,6664.43
male,Greater European,117636.6
male,Greater European,133062.77
male,Greater European,840.8
male,Jewish,38519.7
male,Greater European,202298.24
male,Greater European,28592.85
male,Greater European,87432.35
male,Greater European,120240.81
male,Greater European,125120.56
male,Greater European,79035.31
male,Greater European,30190.77
male,Greater European,130757.29
male,Greater European,49178.3
male,Greater European,120367.11
male,Greater European,140786.76
male,Greater European,133366.2
male,Greater European,144191.48
male,Greater European,110647.42
male,Greater European,92331.34
male,Greater European,38544.28
male,Greater European,12014.94
male,Greater European,6876
male,Greater European,7997.93
male,Greater European,108363.57
male,Greater European,89982.17
male,Jewish,128611.39
male,Greater European,27117.21
male,Greater European,181113.04
male,Greater European,22673.99
male,Greater European,123105.4
male,Greater European,95583.79
male,Greater European,201924.78
male,Hispanic,3783.6
male,Jewish,139602.51
male,Greater European,136220.92
male,Greater European,159503.44
male,Greater European,47334.18
male,Greater European,214675.49
male,Greater European,95101.4
male,Greater European,149717.11
male,Greater European,108.88
male,Greater European,123607.6
male,Greater European,147015.79
male,Greater European,157959.9
male,Jewish,72122.83
male,Greater European,123391.23
male,Greater European,161101.2
female,Jewish,148348.16
male,Greater European,299296.83
male,Greater European,103519.67
male,Greater European,193779.64
male,Greater European,110261.71
male,Greater African,90626.52
male,Greater European,144.24
male,Greater European,213852.88
male,Greater European,146447.23
male,Greater European,63275.82
male,Greater European,180833.76
male,Jewish,81319.97
male,Hispanic,155591.53
male,Greater European,133111.05
female,Indian Subcontinent,138614.03
female,Greater European,3294.09
male,Greater European,97946.94
male,Greater European,35061.11
male,Greater European,113896.3
male,Greater European,92935.22
male,Greater European,104107.04
male,Greater European,45040.25
male,Greater European,91499.61
male,Greater European,114217.54
male,Greater European,99092.45
male,Greater European,103650.12
male,Greater European,132199.52
male,Greater European,109184.83
male,Jewish,129667.84
male,Greater European,165018.18
male,Greater European,160122.96
male,Greater European,197024.31
male,Greater European,77557.89
male,Greater European,90008.71
male,Greater European,164209.76
male,Greater European,120011.25
female,Greater European,85382.36
male,Greater European,102277.57
male,Greater European,48524.19
male,Greater European,93920.54
male,Greater European,93588.53
male,Greater European,181324.16
male,Greater European,102785.46
male,Greater European,144425.11
male,Greater European,85766.09
male,Greater European,147224.16
male,Greater European,194945.99
male,Greater European,189918.88
male,Greater European,168408.89
female,Greater European,74998.83
male,Greater European,165887.76
male,Greater European,101371.39
male,Greater European,6876
male,Greater European,119049.56
male,Greater European,112192.67
male,Greater European,3840
male,Greater European,96977.91
male,Greater European,106490.11
male,Greater European,3783.6
male,Hispanic,41644.55
male,Greater European,117635.85
male,Greater European,130919.75
male,Jewish,177243.68
female,Jewish,186220.35
male,Greater European,67667.89
male,Greater European,8408
female,Greater European,74624.97
male,Greater European,180957.25
male,Greater European,188776.46
male,Greater European,180406.64
male,Greater European,161848.83
male,Greater European,143697.88
male,Greater European,157163.96
male,Greater European,154335.77
male,Greater European,55292.31
male,Greater European,1153.48
male,Greater European,164632.27
male,Greater European,186448.4
male,Greater European,138833.02
male,Greater European,73027.44
male,Greater European,108477.7
male,Greater European,149585.3
male,Greater European,153416.02
female,Greater European,119518.35
male,Greater European,113337.73
male,Greater European,129228.24
male,Greater European,125781.51
male,Greater European,121505.89
male,Greater European,12606
male,Greater European,149871.1
male,East Asian,156651.34
male,Jewish,26174.19
male,Greater European,99887.74
male,Greater European,116565.81
male,Greater European,6876
male,Greater European,173051.21
male,Greater European,29567.99
male,Greater European,177975.88
male,Greater European,122611.34
male,Greater European,206064.13
male,Hispanic,112044.84
male,East Asian,91730.94
male,Jewish,127119.7
male,Greater European,103343.21
male,Hispanic,18836.5
male,Greater European,211187.68
male,Greater European,3783.6
male,Greater European,28986.14
female,Greater European,124493.58
male,Greater European,162932.81
male,Greater European,116359.19
male,East Asian,199249.56
male,Greater European,146235.25
male,Hispanic,109096.66
male,Greater European,167315.7
male,Greater European,69614.17
male,Greater European,16897.93
male,Greater European,169636.6
male,Greater European,42225.56
male,Jewish,125421.26
male,Greater European,147477.19
male,Greater European,12606
male,Greater European,131523.75
female,Greater European,112007.98
male,Greater European,397.37
male,East Asian,12606
female,Greater European,101980.43
male,Greater European,185344.98
male,Greater European,157920.9
male,Greater European,180539.31
male,Greater European,107493.94
male,Greater European,102634.86
male,Greater European,125004.82
male,Greater European,15196.8
male,Greater European,134778.28
male,Greater European,156682.6
male,Jewish,3848.35
male,Hispanic,88619.03
male,Greater European,103267
male,Greater European,170408.73
male,Greater European,43473.33
male,Greater European,128374.92
male,Greater European,182627.44
male,Greater European,108166.99
male,Greater European,104619.51
male,Greater European,118995.64
male,Greater European,90141.33
male,Greater European,202009.8
